,title,link,content
81,Assassin's Creed The Ezio Collection,/wiki/Assassin%27s_Creed_The_Ezio_Collection," The Assassin's Creed games are centered around one or more fictional members of the Order of the Assassins, whose memories are experienced by an in-game character in the modern-day period through the use of a device called the Animus and its derivations. The Animus allows the user to explore these memories passed down via genetics. Within the context of the game, this provides a diegetic interface to the real-world player of the game, showing them elements like health bars, a mini-map, and target objectives as if presented by the Animus. Additionally, should the player cause the historical character to die or fail a mission, this is rectified as ""desynchronization"" of the genetic memory, allowing the player to try the mission again. The Animus also imparts special abilities to the modern-day character that helps them to see their target in a crowd or other unique points of interest.  While playing as the Assassin characters, the games are generally presented from a third-person perspective in an open world environment, focusing on stealth and parkour. The games use a mission structure to follow the main story, generally assigning the player to complete an assassination of public figureheads or a covert mission. Alternatively, several side missions are available, such as mapping out the expansive cities from a high perch followed by performing a ""leap of faith"" into a haystack below, collecting treasures hidden across the cities, exploring ruins for relics, building a brotherhood of assassins to perform other tasks, or funding the rebuilding of a city through purchasing and upgrading of shops and other features. At times, the player is in direct control of the modern-day character who by nature of the Animus use has learned Assassin techniques through the bleeding effect, as well as their genetic ability of Eagle Vision, which separates friend, foe and assassination targets by illuminating people in different colors. Through the Animus interface, the player can go back to retry any past mission already completed; for example, in Assassin's Creed: Brotherhood, the player achieves better synchronization results by performing the mission in a specific manner such as by only killing the mission's target.  The games use the concept of ""active"" versus ""passive"" moves, with ""active"" moves, such as running, climbing the sides of buildings, or jumping between rooftops, more likely to alert the attention of nearby guards. When the guards become alerted, the player must either fight them or break their line of sight and locate a hiding place, such as a haystack or a well, and wait until the guards' alert is reduced. The combat system allows for a number of unique weapons, armor, and moves, including the use of a hidden blade set in a bracer on the Assassin's arm, and which also can be used to perform surreptitious assassinations.  "
83,Assault Android Cactus+,/wiki/Assault_Android_Cactus%2B," Assault Android Cactus is a twin stick shoot 'em up played primarily from a quarter-down perspective.[1][2] The Player takes control of one of nine Androids, the first of which being Cactus, an Interplanetary Police Department (IPPD) junior constable, who crashes her ship into a space freighter 'Genki Star'. The player must fight through hordes of rogue robots to take back control of the Genki Star.[1] The game can be played in single-player or in local cooperative play with up to four players.[3][2] The game features four game modes: a story, campaign, a challenging 50 layer mode, Infinity Drive, daily challenges, Daily Drive, and boss rush mode.[2] The game has nine playable androids to choose from,[2] each of which have a different combination of primary and secondary weapons.[1] The game includes 25 stages which morph and transform as the level progresses.[2][1]  "
89,Astral Chain,/wiki/Astral_Chain," Astral Chain is an action-adventure game where the player assumes the role of a detective from the ""Neuron"" special police task force, who are tasked with solving cases and investigating incidents that take place in ""The Ark"", the game's main world.[1] Exploring the world, questioning non-playable characters and examining evidence yields clues and logic puzzles that become ""leads"" which further the investigation process.[2] During the course of the game, the player will access the ""Astral Plane""—an interdimensional area where they must traverse hazardous terrain, solve puzzles, and battle enemies, similar to that of traditional video game dungeons.  Neuron officers are able to summon a tethered familiar known as a ""Legion"", bound by a chain that is the game's namesake. Legions come in various different forms sporting different abilities that are used both for puzzle-solving and combat. These include: a sword-based Legion with swift blade attacks that can be used to sever circuitry and interrupt enemy attacks, an archer Legion that can target weak points and distant switches, a Legion with powerful punches that can move large objects, an axe-based Legion which generates a shield and can destroy breakable objects and enemy shields, and a K9 Legion that can track scents, unearth hidden objects, and also be ridden for added mobility and evasiveness.[3] The player begins the game with the Sword Legion, capturing the other four over the course of the game. Legions can be swapped at any time during battle, and can also be upgraded via experience points and unlockable skills. On top of the player's own health, Legions have their own individual health meter that gradually depletes while they are summoned, and they are also susceptible to enemy attacks, which depletes higher amounts of their health. Their health regenerates automatically when they're not active. If the entirety of a Legion's health is depleted, the player becomes unable to utilize it until it has restored all of its health.  Combat takes place in real-time, both melee and ranged weapons are used to fight enemies, predominantly the malevolent race of ""Chimeras"". The player can summon the Legion during combat in order to have them automatically fight with the player to create combo attacks. The Legion can be manually directed with the right analog stick, allowing the player to position the Legion for more specific maneuvers. Each Legion also has a unique ""Legion Action"" that allows the player to take direct control over a Legion's signature ability, such as manually aiming and firing projectiles with the Archer Legion, or using the Arm Legion as protective armor that can hover over hazardous terrain and attack with a flurry of punches. Additional skills include being able to perform powerful health-restorative finishing moves, unchaining a Legion to summon multiple at once, using the chain that connects the player to the Legion in order to bind enemies—referred to as a ""Chain Bind""—and also using the chain as a tripwire on enemies that attempt charging into the player—referred to as a ""Chain Counter"". The player is also able to utilize the chain in order to zip line out of danger through enemy crowds, as well as crossing gaps and bottomless pits between buildings and platforms.  Completing combos, interrupting enemy attacks, restraining enemies, dodging, and deploying a Legion at the correct moment will offer the player a chance to perform a sync attack,[4] requiring the player to press the left trigger at the right instant, similar to a quick time event. Sync attacks can extend combos, trigger special attacks, bind enemies, and help the player recover from a fall. After performing a large number of sync attacks, the player may fuse with their Legion for a short while to recover health and deal large amounts of damage.  The game features four difficulty settings, allowing the player to switch difficulty between each chapter. The highest difficulty is only unlocked for a corresponding chapter once the player has beaten it once. When played on the two highest difficulties, the game ranks the player based on their individual case performance, giving the player an overall ranking at the end of each chapter. On the two lowest difficulties, the player will not be ranked.  Early in the game players unlock the IRIS tool, a heads up display from which they can inspect the environment and search for clues, as well as save their progress, manage the inventory, customize in-game menus, view the level map, and manage orders (benchmarks and photo challenges that reward the player with items, crafting materials, XP, money, and photo filters). Previously completed chapters can be accessed and replayed via the player's desk at the Neuron Headquarters at the beginning of each new chapter. The player can also return to this area to maintain and customize their Legions, customize their character, and interact with other Neuron officers. Consumable items can also be obtained from vendors that can later be used for crafting, health recovery, or combat.[2]   "
90,Astria Ascending,/wiki/Astria_Ascending," Astria Ascending primarily features two modes of play, which incorporate gameplay conventions and mechanics from the platformer and Japanese role-playing game genres. The player controls the on-screen character, a soldier named Ulan, from a 2D side-scrolling perspective. The player acquires quests through Ulan's dealings with non-player characters, and solves puzzles through her manipulation of environmental objects.[1] The game world of Astria Ascending features over 20 dungeons, and five unique cities.[2]  Players may approach or avoid enemies which are integrated into the open field; once Ulan touches an enemy, the screen transitions into a separate battle screen. Combat in Astria Ascending is turn-based, with players in full control of an active party of four combatants. During the player's turn, any party member may be swapped out with another from a selection of up to eight characters. Attack abilities are tied to different elemental attributes, which produces different results depending on a combatant character's individual strengths and weaknesses in relation to specific elements.  Astria Ascending occasionally depicts Ulan mounted on a flying creature in cutscenes and playable segments. Aerial combat levels where players take control of the flying mount feature scrolling shooter gameplay: using the creature's projectile weapon, which can be rotated between different elements, players must along the way battle waves of assorted flying enemies which respond differently to each variety of elemental attack. The weapon of Ulan's mount may be upgraded with greater capabilities if the player collects power-up items from slain enemies. To complete an aerial level, players must defeat the level's boss, and the player's score accumulated from defeated enemies is logged and displayed. Astria Ascending also features a collectible card-based minigame called ""J-Ster"", which is played as a strategic hexagonal board game.[2]  "
92,Astroneer,/wiki/Astroneer," Astroneer is a sandbox adventure game played from a third-person view. Its open world planets, wherein terraforming can take place, are subject to procedural generation, with the exception of some planet specific resources. The player controls an astronaut (called an Astroneer) who navigates on foot, by rover, through teleportation, or by spacecraft.   The game doesn't have any set storyline, but it does contain optional tasks and missions that can result in lore and narrative via cutscenes and data logs.  The player departs from a man-made satellite that is from an unknown planet and lands on Sylva, the starting planet. It is then up to the player to decide what to do. In order to advance the main storyline, the player must discover and activate an alien Gateway Chamber and dig into the planet. There are different subterranean layers with varying difficulty, most notably containing hazards and terrain that becomes harder as you dig deeper into the planet. Once the player reaches the last layer, they need to dig down from an alien pylon. They travel to the Gateway Engine and activate it with a material that progressively gets harder to obtain, depending on the difficulty of the planet. The player must obtain 2 Geometric Tryptics and place one on a  terminal on top of them and one to keep when they reach the satellite. The player can safely warp to any Gateway Chamber that they have activated. This process is repeated for the rest of the planets and moons, Desolo, Calidor, Vesania, Novus, Glacio, and Atrox, listed from easiest to hardest. Once the player has procured all 8 tryptics, they can travel to a Gateway Portal and place them in their respective slots. An Odd Stone will appear in the middle. Interacting with it will roll the end scene and credits.  It is also noted that there are other storylines which include, The Wanderer's Way mission, The Space Snail rescue mission, The Rails Update mission chain, Holiday Events, and numerous Easter Eggs.  "
106,Attack on Titan 2,/wiki/Attack_on_Titan_2," The game covers the plot of the first 50 chapters of Attack on Titan (also covered by the first two seasons of the anime adaptation), allowing the player to create an original character and interact with the characters of the manga.  The last mission of the game has an original ending, separate from both the anime and manga.  The DLC ""Final Battle"" covers chapters 51 to 90 of the manga (also covered by the third season of the anime).   The game features cel-shaded graphics and features the player defeating the titans in large, open areas. Key new features over the first title include a story-mode that's entirely playable in co-op, as well as a character creator.[3]  "
108,AVICII Invector,/wiki/AVICII_Invector," AVICII Invector allows the player to journey across six different worlds. The player has to race through the music track and is tasked with matching the ""musical beat"". AVICII Invector features 25 of Avicii's songs.[6] Encore Edition featured 35 of Avicii's songs, added 10 songs (including ""Peace of Mind"", ""Freak"" and the chart topping ""SOS"") and a new world.[7]  ^a Was added On 10 December 2019 as a release of Avicii Invector (Originally it was ""Invector"" for PS4).  ^b Was added On 8 September 2020 as a release of Encore Edition.  ^c Release On David Guetta Album.  ^d Hidden song exclusive to the Nintendo Switch version[8]  "
109,Axiom Verge,/wiki/Axiom_Verge," Axiom Verge is a side-scroller action-adventure game where the player controls Trace, a scientist who, after suffering a crippling injury, wakes up in an ancient and high-tech world. The game focuses on action and exploration, and features over 60 items and power-ups. The gameplay borrows elements from classic games such as Metroid, Contra, Blaster Master, and Bionic Commando, among others.[5]   After a lab explosion knocks him out, a scientist named Trace Eschenbrenner[6] awakens on the alien world of Sudra. He hears a voice speaking to him and fights his way to the source: a massive, mechanical head named Elsenova.  After Trace activates a power filter to partially restore Elsenova, she explains that the universe consists of many worlds which are separated by a storm called the Breach. Long ago, a man named Athetos came to Sudra through the Breach and eradicated its people using a pathogen. The only survivors of the pandemic were the Rusalki, a race of mechanical giants like Elsenova.  Trace activates a legion of drones to repair the Rusalki completely. On his way to a Rusalka named Ophelia, Trace hallucinates and collapses. While unconscious, Trace remembers that after the lab explosion, he remained on Earth and published theories that were ridiculed by the scientific community, giving him the nickname ""Athetos"". Ophelia confesses Trace is in fact another clone of him at a younger age. Trace expresses distrust of the Rusalka and demands to talk to Athetos, but Elsenova responds by remotely killing Trace.  Ophelia revives Trace, and they make an agreement where the Rusalki will let Athetos live if Trace merely shuts down his Breach attractor. Trace finds Athetos, who reveals that Sudra was once the gateway to a highly advanced alien world. By the time Athetos arrived however, the Sudrans had ceased to understand their role and now guarded their technology with religious reverence. Athetos planned to bring this alien technology back to Earth regardless, so he exterminated the Sudrans so they could not obstruct him. However, the Rusalki's survival halted Athetos' plan. Rather than let such powerful enemies roam free in the universe, Athetos attracted the Breach so that they could not leave Sudra.  Trace decides to fight Athetos and destroys the Breach attractor with a fully restored Elsenova's help. However, Elsenova claims Athetos is too dangerous and breaks her promise by killing him. The Rusalki tell Trace they will now return him home, and forcibly put him to sleep.  Trace awakens back on Earth after the lab accident, finding history has been altered so that the explosion did not injure him. However, Trace develops an obsession with returning to Sudra and quits his job to research it. If the player ends the game with a high completion rate, just as Trace is about to succeed on his research, Athetos himself appears. He tells Trace it is ""time to wake up"", and shoots him.  "
110,Axiom Verge 2,/wiki/Axiom_Verge_2," Just like its predecessor, Axiom Verge 2 is a side-scroller action-adventure game. The player controls Indra Chaudhari, a mysterious billionaire. The gameplay borrows elements from games from the 1980s and 1990s such as Metroid, Contra, Blaster Master, and Bionic Commando, among others.[citation needed] The game focuses on action and exploration, and features many items, enemies, and power-ups. Most of Indra's power-ups come in the form of ""Arms"", entities with various powers.[4] Indra battles enemies either with weapons such as axes and boomerangs[5] or by hacking them to alter their behaviors.[5][6] Her attributes such as health and attack power can be upgraded freely using Apocalypse Flasks scattered around the map.[6] Unusually for a Metroidvania, most bosses are optional and can be bypassed with no consequence to progression.[7][5]  Most of Axiom Verge 2 is set in the world of Kiengir, which is split into two parallel dimensions known as the ""Overworld"" and ""Breach"" respectively. The Overworld is larger and appears largely natural and akin to Earth, while the Breach appears more digital and can only be accessed by Indra in the form of an artificial drone. Indra is frequently required to move through the Breach to progress to its equivalent locations in the Overworld, and vice versa.[8]   In 2053, Indra Chaudhari, founder and CEO of the Globe 3 megacorporation, purchases Hammond Corp after its owner Elizabeth Hammond vanishes while carrying out research in Jones Station, Antarctica. The acquisition includes Hammond's original prototype for ansibles capable of zero-latency communication. Upon powering up the prototype, Indra receives a message from an unknown source telling her to come to Antarctica if she wishes to see her missing daughter again.  Indra explores Jones Station and is teleported via a cargo lift to a reality she does not recognize. She drowns in rising water, but finds herself reconstructed at a mysterious altar by an entity that introduces herself as Amashilama. Amashilama is an ""Arm"" – ""an intelligent collection of machines"" – that has bonded with Indra's body.  Indra finds the base camps of Hammond's research team. The researchers explain that they were studying this world – Kiengir – with Hammond until robots appeared and attacked the researchers, killing most of them and leaving the survivors isolated from each other. Furthermore, the cargo lift was destroyed so that it could no longer be used to leave Kiengir, and a group of Kazakh scientists from nearby Sagimbayev Station were never heard from again.  Indra acquires more Arms such as the sentient Damu, who can transfer Indra's consciousness to a small drone. She is horrified to learn that Damu was converted as a young child. The unknown person behind the ansible messages eventually reveals herself as Hammond. Indra also encounters the Lamassu, a highly advanced AI that released the robots to exterminate all humans on Kiengir and destroy the cargo lift. It explains that its actions are to prevent cross-contamination between separate universes, such as those of Earth and Kiengir.  Amashilama tricks Indra into giving the former control over the latter's body and trapping Indra's consciousness in Damu's drone form. Indra later acquires a humanoid replacement body and does battle with Amashilama, but both parties find that the advanced technology built by the native Sagiga will always prevent them from dying. The Lamassu explains Amashilama's plans: she will acquire an army of war machines known as Siuna and use them to raze the mother world A'ansur. Amashilama believes this will liberate Kiengir, but in actuality it would destroy both worlds and many others including Earth. Although it still distrusts Indra, the Lamassu decides Amashilama is a bigger threat, and gives Indra the mission to stop her using a single Siuna on Kiengir.  Indra finds both her daughter Samara and Hammond between universes, where they are trapped in a form of detention with countless other people. Hammond lets Indra speak with her daughter, but does not tell Indra how they ended up there out of concern for her mental health. Indra later finds Hammond's body on Kiengir; she had become trapped during the Lamassu's initial assault and died long before she could send her initial message to Indra. Amashilama assumes control of the Siuna Indra was pointed to and leaves the latter's original body limp on the ground. Seeing the apparently dead original Indra, the new one questions her own identity.  The new Indra prepares to a rig a powerful Breach bomb that will destroy the portal from Kiengir to A'ansur, but Amashilama intervenes and traps her in a force field after a battle. The original Indra suddenly arrives and attacks Amashilama, giving the new one time to arm the bomb and escape. The resulting explosion completely destroys both Amashilama, her Siuna, the old Indra, and the portal to A'ansur. The new Indra realizes she only wants to turn Damu back into a physical being and no longer cares about returning to Earth, and so joins the Kazakhs, who unbeknownst to the Hammond Corp team have transcended humanity. Pondering the death of the old Indra, the new one decides she can no longer call herself by that name but has become something else.  If the player finished the game with a high completion percentage, a post-credits scene shows the old Indra reuniting with Samara in the afterlife.  "
114,Azure Striker Gunvolt 3,/wiki/Azure_Striker_Gunvolt_3," Like the Mega Man series, namely the original series, Mega Man X, Mega Man Zero and Mega Man ZX, Azure Striker Gunvolt is a side-scrolling action platform game. The player controls the eponymous Gunvolt, who is able to jump, dash, and utilize a gun with special bullets that ""tag"" their targets, which grants a homing effect to Gunvolt's electric fields. Hitting an enemy with multiple tags will guide more of Gunvolt's electricity towards that enemy, increasing damage. The player's actions are limited by an energy bar, which depletes when using the electrical field, using additional movement abilities such as double-jumping or air dashing, or being hit by enemies. Whenever the energy bar is depleted, Gunvolt will enter an ""Overheat"" state and will be unable to use his septimal powers or defend himself until it refills.  focuses heavily on the player's technique and skill in moving through stages. While finishing a stage is relatively easy, the game provides a ranking system as well as several optional challenges. The game introduces a ""chain"" system in which the player's score is constantly increased so long as the player avoids being hit by enemies, with special actions such as defeating an enemy in the air or defeating multiple enemies at one time providing an additional bonus.[citation needed] The game uses an item-forging and equipping system, the former of which is instrumental in achieving the game's true ending.  Additionally, Gunvolt has access to several super move-like skills called Offensive Skills, which allow him to perform powerful attacks or heal himself. Each of the game's bosses also have their own Offensive Skills, which are triggered when their health bar drops below a certain level, or in the case of Elise, one of the bosses, when one of her halves is killed before the other. Speaking to Joule in Gunvolt's apartment in between stages also increases the chance of being brought back to life by Lumen when he dies in a stage, which gives Gunvolt unlimited Septimal energy, but at the cost of a higher stage ranking. Gunvolt can also level-up when he gains a certain amount of experience from defeating certain enemies.   Azure Striker Gunvolt is set during an unspecified date in the near future, in which several people called ""adepts"" have developed ""septimal powers"".[5] These powers enable superhuman feats including flight, the use of powerful energy weapons, and manipulation of the elements like fire, water, and electricity. The world is at peace thanks to the efforts of a world-spanning corporation known as the Sumeragi Group. However, the Sumeragi Group is, in reality, controlling and experimenting on adepts. Gunvolt, one of the most powerful adepts, has the ability to create electrical fields and works for an organization known as QUILL, which is seeking to reveal and put a stop to Sumeragi's ulterior motives.  The game opens with Gunvolt assigned on a mission to assassinate an adept named Lumen. He is told that Lumen has the ability to resonate with and control any adepts through her singing, and is considered dangerous. However, Gunvolt discovers that Lumen is the septimal projection of a young girl named Joule, who is a captive of Sumeragi's scientists, and can't bring himself to kill her. He instead rescues her, leading him to amicably defect from QUILL and set out on his own to protect her. He becomes a freelance agent, but still works jobs for QUILL from time to time.  Six months after defecting from QUILL, Gunvolt is offered a freelance assignment by Moniqa, his handler from QUILL, to investigate and take out several agents of the Sumeragi Group. The Sumeragi agents are all adepts as well, but powered by strange Glaives, which house their septimal essences, and are representative of each of the Seven Deadly Sins. The first agent, Merak, is a lazy, unenthusiastic adept with the power to bend space for use in his attacks. The second, Jota, is a prideful agent with the power to manipulate light. The third, Viper, is loud, brash, and violent, has control over fire, and harbors a jealous rage against Gunvolt for Joule. The fourth, Carerra, uses magnetic fists and waves to draw his enemies close before destroying them with a powerful pulsewave. The fifth, Elise, is a split personality adept: her meek, timid side and her brash, assertive side are at constant odds, but her ability to raise the dead allows for even adepts to come back from defeat. The sixth, Stratos, is a drug-addicted adept with an insatiable hunger for the very drug that keeps what little of his sanity remains in check, and has control over swarms of insects. The seventh, the carnal Zonda, attacks and wounds Zeno, one of Gunvolt's friends from QUILL, but is seemingly killed by a human warrior named Copen, who harbors a major hatred for adepts and carries a gun capable of firing bullets that can suppress their powers. Copen warns Gunvolt that they are not on the same side, and after a brief skirmish, retreats.  After defeating the Sumeragi agents, Gunvolt's apartment is invaded, and Joule is kidnapped by a resurrected Merak. Gunvolt gives chase, destroying Merak for good, and rides a space elevator to a Sumeragi orbiting platform. Along the way, he encounters the resurrected Stratos, Jota, and Viper and fights them all to the death, before finding that Elise herself had a hidden feral and wild third personality; responsible for the resurrection of the agents. This third personality is killed by Copen, and Gunvolt is forced to fight and subdue him. Gunvolt finally encounters the leadership of Sumeragi, a young psychic adept named Nova. He uses Lumen in combat against Gunvolt, before summoning Joule and three Glaives into himself to transform into a monstrous beast. Gunvolt manages to kill Nova and escape with Joule. In the initial ending, Gunvolt runs into Asimov, his father figure and the leader of QUILL, who offers Gunvolt and Joule new places in QUILL, and reveals an ulterior motive: with Sumeragi in shambles, Asimov wishes to use Lumen, along with the Sumeragi satellite, to wipe out the human race as payback for suppression of adepts. Gunvolt refuses his offer, telling Asimov that he is no better than Sumeragi was, and Asimov responds by shooting him through the heart using Copen's gun (implying that he defeated Copen to steal it from him), before turning the gun on Joule and shooting her as well, leaving them both for dead.  However, if Gunvolt is wearing a special pendant Joule made for him, which is made of collectable jewels that are hidden within each stage, this ending will be revealed as a dream and the true ending will occur instead. The true ending sees Gunvolt on the verge of death as in the initial ending, but he is then rescued by Lumen at the last minute. He awakens to find Joule's body, deathly cold and still. Heartbroken, Gunvolt screams in sadness until he hears Lumen's voice, and ultimately realizes that, in an act of love in order to save his life and be with him wherever he goes, Joule forsook her physical form by fusing her mind and personality with Lumen before further fusing herself into Gunvolt's septimal energy, which amplifies Gunvolt's power to its utmost limits. After this revelation, Gunvolt chases down Asimov, running into Carrera along the way. Carrera demands vengeance for his prior defeat, but is killed once and for all by Gunvolt. Continuing onward to the elevator, Gunvolt confronts Asimov, who reveals himself to have the same electrical septimal powers as Gunvolt. With no other choice, Gunvolt fights him to the death. Following this final battle, Asimov warns Gunvolt that he will never be truly free of conflicts in his life, and dies from his wounds. Zeno and Moniqa meet the space elevator as it arrives, only to find Asimov dead and a heartbroken, wounded Gunvolt, who offers no explanation as to what happened before he simply wanders away into the morning light to be alone with Joule.  "
